Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
2078,22.0,0.33709999918937683,"covid, get, tell, people, make, go, know, say, work, help","['dear', 'dyanaufa', 'send', 'pick', 'hogwart', 'school', 'witchcraft', 'wizardry', 'covid', 'time', 'accept', 'school', 'permanently', 'start', 'january', 'letter', 'wish', 'go', 'inform', 'right', 'away']"
2079,22.0,0.3910999894142151,"covid, get, tell, people, make, go, know, say, work, help","['kotak', 'mahindra', 'bank', 'start', 'arbitration', 'action', 'supreme', 'court', 'order', 'take', 'legal', 'action', 'fail', 'pay', 'emi', 'due', 'covid', 'contempt', 'court', 'bank', 'wait', 'reply', 'sir']"
2080,22.0,0.3379000127315521,"covid, get, tell, people, make, go, know, say, work, help","['fuck', 'covid', 'discover', 'waterpark', 'allow', 'see', 'live', 'year']"
2081,22.0,0.3617999851703644,"covid, get, tell, people, make, go, know, say, work, help","['oppah', 'muchinguris', 'utterance', 'covid', 'china', 'hook', 'record', 'phone', 'call']"
2082,22.0,0.2743000090122223,"covid, get, tell, people, make, go, know, say, work, help","['look', 'back', 'invasion', 'nation', 'capital', 'amp', 'year', 'trump', 'presidency', 'lead', 'moment', 'lead', 'believe', 'trump', 'infectious', 'virus', 'invade', 'country', 'coronavirus', 'america', 'beautiful']"
2083,22.0,0.3549000024795532,"covid, get, tell, people, make, go, know, say, work, help","['accept', 'cash', 'corona', 'cash', 'wb', 'hand', 'food', 'sanitize', 'bag', 'food', 'give', 'people', 'store', 'dangerous', 'many', 'people', 'work', 'small', 'store', 'live', 'deadly', 'virus']"
2084,22.0,0.41179999709129333,"covid, get, tell, people, make, go, know, say, work, help","['journalist', 'work', 'radio', 'piece', 'date', 'covid', 'experience', 'share', 'comment', 'journorequ', 'datingincovid', 'radio']"
2085,22.0,0.3709000051021576,"covid, get, tell, people, make, go, know, say, work, help","['wonder', 'variant', 'covid', 'th', 'wave', 'bring', 'end', 'want', 'teleporting', 'symptom']"
2086,22.0,0.3379000127315521,"covid, get, tell, people, make, go, know, say, work, help","['covid', 'really', 'change', 'introvert', 'person', 'different', 'mbti', 'result']"
2087,22.0,0.503000020980835,"covid, get, tell, people, make, go, know, say, work, help","['kid', 'get', 'tell', 'thing', 'covid', 'tell', 'go', 'bed', 'coronavirus']"
2088,22.0,0.3456000089645386,"covid, get, tell, people, make, go, know, say, work, help","['still', 'strange', 'people', 'blame', 'governor', 'covid', 'spread', 'time', 'young', 'people', 'ignore', 'public', 'restriction', 'elect', 'official', 'god', 'even', 'god', 'micro', 'manage', 'daily', 'life', 'idiot', 'texa']"
2089,22.0,0.42309999465942383,"covid, get, tell, people, make, go, know, say, work, help","['covid', 'eradicate', 'modern', 'slavery', 'rather', 'mask', 'extent', 'heighten', 'exploitation', 'worker', 'believe', 'google', 'covid', 'modern', 'slavery', 'endtrafficke', 'modernslavery', 'covid']"
2090,22.0,0.31949999928474426,"covid, get, tell, people, make, go, know, say, work, help","['watch', 'history', 'yo', 'week', 'ask', 'sweat', 'say', 'come', 'henry', 'ok', 'midday', 'amp', 'dead', 'nightfall', 'die', 'end', 'eliza', 'probably', 'virus', 'amp', 'wonder', 'corona', 'virus', 'part', 'cold']"
2091,22.0,0.28189998865127563,"covid, get, tell, people, make, go, know, say, work, help","['mean', 'think', 'well', 'person', 'well', 'aware', 'fact', 'call', 'corona', 'chinese', 'virus', 'actually', 'hurtful', 'populus', 'innocent', 'chinese', 'civilian', 'globe', 'ccp', 'horrendous']"
2092,22.0,0.42750000953674316,"covid, get, tell, people, make, go, know, say, work, help","['whole', 'house', 'covid', 'jfc']"
2093,22.0,0.38600000739097595,"covid, get, tell, people, make, go, know, say, work, help","['take', 'covid', 'vaccine', 'amp', 'maintain', 'status', 'yesterday', 'today', 'check', 'status', 'write', 'covid', 'vaccinated', 'tell', 'problem']"
2094,22.0,0.32760000228881836,"covid, get, tell, people, make, go, know, say, work, help","['kenyan', 'ask', 'former', 'pm', 'raila', 'odinga', 'corona', 'virus', 'originate', 'god', 'satan', 'else', 'make', 'understand', 'bible', 'join', 'fuck', 'raila', 'know', 'stand']"
2095,22.0,0.35910001397132874,"covid, get, tell, people, make, go, know, say, work, help","['motion', 'easy', 'expect', 'apparently', 'take', 'lot', 'long', 'due', 'covid', 'wait', 'feed', 'kid']"
2096,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['nigga', 'really', 'say', 'clout', 'covid', 'fuck', 'give', 'clout']"
2097,22.0,0.39719998836517334,"covid, get, tell, people, make, go, know, say, work, help","['still', 'catch', 'corona', 'want']"
2098,22.0,0.3790000081062317,"covid, get, tell, people, make, go, know, say, work, help","['explain', 'sister', 'law', 'truth', 'misinformation', 'covid', 'vaccine', 'hesitant', 'sm', 'say', 'first', 'vaccination']"
2099,22.0,0.4763999879360199,"covid, get, tell, people, make, go, know, say, work, help","['tdy', 'nurse', 'tell', 'people', 'die', 'covid', 'say', 'solution', 'reply', 'god', 'know', 'pray', 'help', 'protect', 'people', 'thing']"
2100,22.0,0.4034000039100647,"covid, get, tell, people, make, go, know, say, work, help","['hear', 'news', 'friend', 'mom', 'contracting', 'covid', 'currently', 'ventilator', 'make', 'feel', 'good', 'go', 'back', 'onsite', 'tomorrow']"
2101,22.0,0.427700012922287,"covid, get, tell, people, make, go, know, say, work, help","['yo', 'lot', 'rich', 'amp', 'important', 'people', 'get', 'covid', 'shot', 'necessarily', 'lot', 'viejito', 'grandma', 'grandpa', 'always', 'rich', 'get', 'vaccinate', 'thoughtfully', 'rich', 'important']"
2102,22.0,0.34790000319480896,"covid, get, tell, people, make, go, know, say, work, help","['tell', 'pcr', 'test', 'result', 'inaccurate', 'vague', 'corona', 'virus', 'exactly', 'test', 'variant', 'wake']"
2103,22.0,0.3910999894142151,"covid, get, tell, people, make, go, know, say, work, help","['relative', 'totally', 'believe', 'miss', 'point', 'covid', 'probable', 'mismanagement', 'landslide', 'make', 'nervous', 'future']"
2104,22.0,0.32760000228881836,"covid, get, tell, people, make, go, know, say, work, help","['tired', 'wait', 'try', 'book', 'covid', 'vaccine', 'appointment', 'nhs', 'nhs', 'site', 'year', 'old', 'dare', 'invalidate', 'feeling', 'covid', 'vaccine', 'tiredofwaite', 'pssarcasm']"
2105,22.0,0.32710000872612,"covid, get, tell, people, make, go, know, say, work, help","['dare', 'suggest', 'handle', 'virus', 'lot', 'well', 'stay', 'make', 'corona', 'remoaner']"
2106,22.0,0.3910999894142151,"covid, get, tell, people, make, go, know, say, work, help","['one', 'lob', 'mild', 'side', 'many', 'female', 'colleague', 'truly', 'grotesque', 'conspiracy', 'threat', 'get', 'covid', 'place', 'get', 'feed', 'election', 'mis', 'disinformation']"
2107,22.0,0.3910999894142151,"covid, get, tell, people, make, go, know, say, work, help","['bank', 'start', 'arbitration', 'action', 'supreme', 'court', 'order', 'take', 'legal', 'action', 'fail', 'pay', 'emi', 'due', 'covid', 'contempt', 'court', 'bank', 'wait', 'reply', 'sir']"
2108,22.0,0.39800000190734863,"covid, get, tell, people, make, go, know, say, work, help","['tell', 'employer', 'force', 'employee', 'case', 'key', 'worker', 'grocery', 'delivery', 'driver', 'enter', 'building', 'want', 'risk', 'catch', 'coronavirus', 'pass', 'workplace', 'household', 'coronavirus', 'covid']"
2109,22.0,0.47360000014305115,"covid, get, tell, people, make, go, know, say, work, help","['agree', 'think', 'biden', 'democrat', 'large', 'good', 'piss', 'ex', 'tell', 'people', 'go', 'give', 'stimmy', 'check', 'stop', 'call', 'economic', 'relief', 'covid', 'simple', 'tr', 'mp']"
2110,22.0,0.3910999894142151,"covid, get, tell, people, make, go, know, say, work, help","['healthcare', 'worker', 'want', 'get', 'covid', 'vaccine', 'really', 'really', 'weird']"
2111,22.0,0.38940000534057617,"covid, get, tell, people, make, go, know, say, work, help","['cold', 'whole', 'covid', 'shit', 'blow']"
2112,22.0,0.3709000051021576,"covid, get, tell, people, make, go, know, say, work, help","['put', 'go', 'hospital', 'fear', 'covid', 'become', 'burden', 'healthcare', 'system', 'send', 'dm']"
2113,22.0,0.38940000534057617,"covid, get, tell, people, make, go, know, say, work, help","['let', 'guess', 'covid']"
2114,22.0,0.34470000863075256,"covid, get, tell, people, make, go, know, say, work, help","['unemployed', 'almost', 'year', 'due', 'covid', 'old', 'job', 'call', 'back', 'offer', 'position', 'time', 'new', 'orlean', 'key', 'west', 'leave', 'tomorrow', 'tell', 'wldnt', 'new', 'orlean', 'long', 'mean']"
2115,22.0,0.5026999711990356,"covid, get, tell, people, make, go, know, say, work, help","['say', 'ui', 'claim', 'unemployed', 'due', 'covid', 'able', 'work', 'march', 'make', 'reapply', 'course', 'make', 'less', 'reapplying', 'make', 'sense', 'last', 'extension', 'payment', 'roll']"
2116,22.0,0.31690001487731934,"covid, get, tell, people, make, go, know, say, work, help","['generation', 'strike', 'covid', 'locust', 'repent', 'therefore', 'prepare', 'meet', 'god', 'amos', 'give', 'empty', 'stomach', 'city', 'lack', 'bread', 'town', 'return', 'declare', 'lord', 'livesundayexpo']"
2117,22.0,0.31520000100135803,"covid, get, tell, people, make, go, know, say, work, help","['class', 'repeat', 'call', 'corona', 'virus', 'chinese', 'virus', 'racist']"
2118,22.0,0.392300009727478,"covid, get, tell, people, make, go, know, say, work, help","['need', 'tell', 'happen', 'already', 'make', 'want', 'right', 'faced', 'covid', 'alone', 'room', 'stranger', 'die', 'doctor', 'patient']"
2119,22.0,0.3379000127315521,"covid, get, tell, people, make, go, know, say, work, help","['fall', 'love', 'wait', 'line', 'covid', 'vaccine', 'dm', 'story', 'nosy']"
2120,22.0,0.46230000257492065,"covid, get, tell, people, make, go, know, say, work, help","['due', 'covid', 'house', 'hold', 'divided', 'mask', 'house', 'reduce', 'cross', 'contamination', 'keep', 'foot', 'stay', 'kitchen', 'keep', 'mind', 'give', 'like', 'say', 'say', 'face']"
2121,22.0,0.4318000078201294,"covid, get, tell, people, make, go, know, say, work, help","['item', 'tell', 'need', 'know', 'think', 'danger', 'covid', 'overblown', 'refuse', 'wear_mask', 'grocery_store', 'choice', 'result', 'neighbor', 'steer', 'clear', 'feel', 'wrath', 'time', 'step', 'outside']"
2122,22.0,0.3788999915122986,"covid, get, tell, people, make, go, know, say, work, help","['covid', 'pandemic', 'difficult', 'give', 'lot', 'time', 'try', 'get', 'strength', 'conditioning', 'read']"
2123,22.0,0.4410000145435333,"covid, get, tell, people, make, go, know, say, work, help","['several', 'people', 'tell', 'tell', 'take', 'advil', 'tylenol', 'get', 'covid', 'vaccine', 'fine', 'find', 'language', 'reflect', 'uci', 'banner', 'health', 'website', 'share', 'source']"
2124,22.0,0.3280999958515167,"covid, get, tell, people, make, go, know, say, work, help","['eliza', 'block', 'want', 'ask', 'test', 'covid', 'oop', 'pain', 'nose', 'want', 'check', 'test', 'covid', 'afraid', 'pain', 'reply', 'sm', 'covid', 'test']"
2125,22.0,0.38600000739097595,"covid, get, tell, people, make, go, know, say, work, help","['get', 'covid', 'vaccine', 'yesterday', 'obviously', 'get', 'side_effect', 'feel', 'bad', 'actually', 'corona']"
2126,22.0,0.40400001406669617,"covid, get, tell, people, make, go, know, say, work, help","['ewwww', 'way', 'thing', 'make', 'feel', 'wlh', 'covid', 'positive']"
2127,22.0,0.39719998836517334,"covid, get, tell, people, make, go, know, say, work, help","['leave', 'thousand', 'trust', 'covid', 'vaccination']"
2128,22.0,0.38600000739097595,"covid, get, tell, people, make, go, know, say, work, help","['donald_trump', 'chaos', 'continue', 'amaze', 'horrific', 'covid', 'death', 'usa', 'people', 'die', 'daily', 'country', 'brian', 'molefes', 'testimony', 'zondo', 'commission', 'soar', 'daily', 'covid', 'case', 'death']"
2129,22.0,0.38179999589920044,"covid, get, tell, people, make, go, know, say, work, help","['good', 'morning', 'help', 'today', 'college', 'student', 'try', 'make', 'end', 'meet', 'wait', 'covid', 'food', 'stamp', 'come', 'tough', 'trying', 'manage', 'start_business', 'well', 'wish', 'good']"
2130,22.0,0.42309999465942383,"covid, get, tell, people, make, go, know, say, work, help","['see', 'think', 'man', 'act', 'conspiracy', 'believe', 'covid', 'get', 'ask', 'perform', 'heal', 'miracle', 'infect', 'victim']"
2131,22.0,0.3910999894142151,"covid, get, tell, people, make, go, know, say, work, help","['covid', 'give', 'traditiona', 'thank', 'covid', 'ask', 'love', 'lot', 'bro']"
2132,22.0,0.427700012922287,"covid, get, tell, people, make, go, know, say, work, help","['statement', 'overwhelming', 'majority', 'covid', 'attribute', 'death', 'die', 'covid', 'rather', 'die', 'covid', 'prove', 'wrong']"
2133,22.0,0.34470000863075256,"covid, get, tell, people, make, go, know, say, work, help","['thing', 'know', 'corona', 'around', 'late', 'last', 'year', 'bury', 'corona', 'del', 'mar', 'funeral', 'really', 'see', 'pandemic', 'get', 'bad', 'type', 'go', 'call', 'crazy', 'come', 'coincidence']"
2134,22.0,0.3978999853134155,"covid, get, tell, people, make, go, know, say, work, help","['feel', 'abandon', 'right', 'alone', 'shelter', 'food', 'income', 'friend', 'consulate', 'tell', 'none', 'nonprofit', 'help', 'deny', 'covid', 'loan', 'heart', 'completely', 'iloveuae', 'amp', 'need', 'help', 'need', 'job', 'self', 'reliant']"
2135,22.0,0.4047999978065491,"covid, get, tell, people, make, go, know, say, work, help","['dislike', 'covid', 'taste']"
2136,22.0,0.3709000051021576,"covid, get, tell, people, make, go, know, say, work, help","['advise', 'path', 'train', 'conglomeration', 'successfully', 'spread', 'covid', 'contamination', 'pack', 'rush', 'hour', 'path', 'train', 'full', 'capacity', 'call', 'ask', 'want']"
2137,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['bright', 'early', 'tomorrow', 'catch', 'talk', 'ethnic', 'minority', 'covid', 'study', 'behalf']"
2138,22.0,0.4034000039100647,"covid, get, tell, people, make, go, know, say, work, help","['police', 'officer', 'idiot', 'dickhead', 'flash', 'badge', 'online', 'order', 'name', 'tell', 'bage', 'mean', 'leave', 'buy', 'item', 'store', 'thank', 'hard', 'work', 'front', 'line', 'covid']"
2139,22.0,0.4519999921321869,"covid, get, tell, people, make, go, know, say, work, help","['genuinely', 'know', 'people', 'steam', 'make', 'scientific', 'sense', 'connection', 'covid', 'try', 'jerk']"
2140,22.0,0.3467000126838684,"covid, get, tell, people, make, go, know, say, work, help","['amanda', 'hume', 'argue', 'carmelite', 'house', 'refuse', 'acknowledge', 'impact', 'covid', 'school', 'year', 'later', 'give', 'income', 'government', 'help', 'want', 'removed', 'company']"
2141,22.0,0.4602000117301941,"covid, get, tell, people, make, go, know, say, work, help","['thrilled', 'see', 'people', 'know', 'usually', 'medical', 'field', 'get', 'vaccinated', 'covid', 'make', 'happy', 'wait', 'get', 'jab', 'brit', 'say', 'covidvaccine']"
2142,22.0,0.3549000024795532,"covid, get, tell, people, make, go, know, say, work, help","['receive', 'st', 'covid', 'vaccination', 'happy', 'shout', 'healthcare', 'worker', 'amp', 'scientist', 'icydk', 'think', 'give', 'knowledge', 'come', 'science', 'answer', 'god', 'proverb', 'sit', 'awe', 'much', 'wonder', 'god']"
2143,22.0,0.38600000739097595,"covid, get, tell, people, make, go, know, say, work, help","['get', 'bike', 'year', 'lazy', 'covid', 'wth', 'go', 'state', 'mind', 'wish', 'luck', 'maybe', 'find', 'year', 'old', 'body']"
2144,22.0,0.4519999921321869,"covid, get, tell, people, make, go, know, say, work, help","['dad', 'stop', 'force', 'go', 'place', 'easily', 'get', 'covid', 'challenge']"
2145,22.0,0.3709000051021576,"covid, get, tell, people, make, go, know, say, work, help","['push', 'act', 'let', 'know', 'first', 'cure', 'covid', 'vaccine']"
2146,22.0,0.42410001158714294,"covid, get, tell, people, make, go, know, say, work, help","['work', 'buff', 'guy', 'walk', 'see', 'wear', 'start', 'reprimand', 'put', 'first', 'place', 'think', 'covid', 'flu', 'serious', 'really', 'fight', 'battle', 'covid', 'stupidity']"
2147,22.0,0.3675999939441681,"covid, get, tell, people, make, go, know, say, work, help","['dear', 'srilankan', 'airline', 'book', 'ticket', 'jakarta', 'india', 'nd', 'pnr', 'amdvk', 'due', 'covid', 'situation', 'give', 'open', 'ticket', 'st', 'dec', 'response', 'kindly', 'solve', 'issue']"
2148,22.0,0.3375000059604645,"covid, get, tell, people, make, go, know, say, work, help","['partner', 'get', 'covid', 'vaccine', 'morning', 'first', 'time', 'allow', 'picture', 'kind', 'end', 'probably', 'naive', 'let']"
2149,22.0,0.3280999958515167,"covid, get, tell, people, make, go, know, say, work, help","['downplay', 'virus', 'always', 'public', 'sometimes', 'work', 'wife', 'doctor', 'deal', 'covid', 'patient', 'always', 'also', 'protect', 'people', 'case', 'virus']"
2150,22.0,0.4075999855995178,"covid, get, tell, people, make, go, know, say, work, help","['covid', 'rant', 'say', 'much', 'eloquently', 'see', 'doctor', 'non', 'covid', 'issue', 'early', 'week', 'call', 'yesterday', 'let', 'know', 'tested_positive', 'covid', 'tell', 'test', 'put', 'order']"
2151,22.0,0.41519999504089355,"covid, get, tell, people, make, go, know, say, work, help","['share', 'governor', 'thank', 'fyi', 'music', 'promotion', 'free', 'discover', 'song', 'yesterday', 'worry', 'tough', 'time', 'fight', 'world', 'war', 'covid', 'song', 'help', 'deal', 'worldwide', 'pt', 'think', 'like', 'write', 'song']"
2152,22.0,0.40400001406669617,"covid, get, tell, people, make, go, know, say, work, help","['jail', 'covid', 'rampant', 'control', 'cry', 'get', 'want', 'get', 'sick']"
2153,22.0,0.4325999915599823,"covid, get, tell, people, make, go, know, say, work, help","['science', 'covid', 'era', 'achieve', 'escape', 'velocity', 'specialist', 'rocket', 'science', 'decipher', 'understand', 'mere', 'mortal', 'still', 'wonder', 'leave', 'planet']"
2154,22.0,0.4318000078201294,"covid, get, tell, people, make, go, know, say, work, help","['website', 'tell', 'say', 'far', 'thousand', 'people', 'give', 'covid', 'vaccine', 'long_term', 'complication', 'report', 'well', 'really', 'think', 'people', 'stupid', 'reassure', 'nonsense']"
2155,22.0,0.3095000088214874,"covid, get, tell, people, make, go, know, say, work, help","['doc', 'amp', 'clinic', 'schedule', 'amp', 'patient', 'covid', 'vaccine', 'soon', 'get', 'delivery', 'date', 'moderna', 'send', 'email', 'kudo', 'happy', 'line']"
2156,22.0,0.3709000051021576,"covid, get, tell, people, make, go, know, say, work, help","['receive', 'call', 'va', 'hospital', 'sunday', 'ask', 'interested', 'get', 'covid', 'vaccine', 'impressed']"
2157,22.0,0.42309999465942383,"covid, get, tell, people, make, go, know, say, work, help","['start', 'heal', 'fractured', 'foot', 'deviate', 'rib', 'covid', 'wait', 'turn', 'begin', 'gon', 'good', 'year', 'get']"
2158,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['people', 'dead', 'covid', 'let', 'put', 'perspective', 'system', 'student', 'csu', 'system', 'death_toll']"
2159,22.0,0.4410000145435333,"covid, get, tell, people, make, go, know, say, work, help","['club', 'pack', 'covid', 'video', 'make', 'think', 'bow', 'bad', 'desperate', 'time', 'call', 'desperate', 'measure']"
2160,22.0,0.33709999918937683,"covid, get, tell, people, make, go, know, say, work, help","['guy', 'interested', 'thread', 'symptom', 'covid', 'feel', 'bored', 'tired', 'sleep', 'lot', 'pain', 'let', 'know', 'get', 'time', 'spare', 'lol']"
2161,22.0,0.392300009727478,"covid, get, tell, people, make, go, know, say, work, help","['really', 'grateful', 'people', 'help', 'patreon', 'tipee', 'lie', 'last', 'year', 'disaster', 'income', 'go', 'dust', 'covid', 'try', 'well', 'keep', 'board', 'regular', 'content', 'thank']"
2162,22.0,0.34790000319480896,"covid, get, tell, people, make, go, know, say, work, help","['fuck', 'leave', 'alone', 'bed', 'recover', 'covid', 'mistake', 'guardian', 'journalist', 'send', 'bad', 'vibe', 'tweet']"
2163,22.0,0.41179999709129333,"covid, get, tell, people, make, go, know, say, work, help","['sir', 'tell', 'covid', 'medicine', 'reach']"
2164,22.0,0.39719998836517334,"covid, get, tell, people, make, go, know, say, work, help","['see', 'think', 'picture', 'load', 'concern', 'covid']"
2165,22.0,0.33660000562667847,"covid, get, tell, people, make, go, know, say, work, help","['rampant', 'covid', 'return', 'work', 'january', 'january', 'urgent', 'care', 'get', 'test', 'chest', 'ray', 'begin', 'sleep', 'last', 'night', 'child', 'tell', 'cry', 'last', 'night', 'sick', 'asthma']"
2166,22.0,0.3183000087738037,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'send', 'watch', 'usa', 'pandemic', 'downgrade', 'main', 'reason', 'lack', 'death', 'later', 'day', 'great', 'reset', 'openly', 'available', 'google', 'accident']"
2167,22.0,0.35910001397132874,"covid, get, tell, people, make, go, know, say, work, help","['guy', 'know', 'year', 'old', 'guy', 'start', 'content', 'creator', 'currently', 'record', 'xbox', 'uncomfortable', 'covid', 'circumstance', 'difficult', 'raise', 'money', 'check', 'next', 'tweet', 'info']"
2168,22.0,0.40400001406669617,"covid, get, tell, people, make, go, know, say, work, help","['friend', 'mine', 'work', 'hospital', 'ask', 'second_wave', 'covid', 'real']"
2169,22.0,0.41449999809265137,"covid, get, tell, people, make, go, know, say, work, help","['around', 'seem', 'know', 'close', 'covid', 'positive', 'cautious', 'still', 'victim', 'stop', 'fearful', 'job', 'job', 'ever', 'family', 'celebration']"
2170,22.0,0.387800008058548,"covid, get, tell, people, make, go, know, say, work, help","['home', 'march', 'never', 'hire', 'anti', 'vaxxer', 'even', 'covid', 'expect', 'employee', 'get', 'flu', 'shot', 'work', 'open', 'interview', 'choice', 'choose', 'stay', 'alive']"
2171,22.0,0.47360000014305115,"covid, get, tell, people, make, go, know, say, work, help","['church', 'long', 'adhere', 'covid', 'rule', 'keep', 'say', 'protect', 'help', 'tell', 'help', 'help']"
2172,22.0,0.39719998836517334,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'covid', 'franko', 'learn', 'lot', 'pero', 'umali', 'na', 'marami', 'kame', 'travel', 'plan', 'huhu']"
2173,22.0,0.31690001487731934,"covid, get, tell, people, make, go, know, say, work, help","['take', 'side', 'recall', 'early', 'pandemic', 'science', 'lockdown', 'confinement', 'incubate', 'deadly', 'mutation', 'mutation', 'corona', 'viruse', 'low', 'deadly', 'strain', 'theoretical', 'risk', 'remember', 'possibility', 'scared']"
2174,22.0,0.39719998836517334,"covid, get, tell, people, make, go, know, say, work, help","['raw', 'fruit', 'veggie', 'well', 'actually', 'raw', 'fruit', 'mango', 'downfall', 'indicate', 'paranoia', 'covid', 'make', 'move', 'cook']"
2175,22.0,0.34790000319480896,"covid, get, tell, people, make, go, know, say, work, help","['february', 'lupus', 'copd', 'ai', 'gon', 'let', 'anti', 'mask', 'yahoo', 'give', 'covid', 'kill']"
2176,22.0,0.503000020980835,"covid, get, tell, people, make, go, know, say, work, help","['embarrassed', 'go', 'visit', 'family', 'friend', 'mum', 'almost', 'bathe', 'disinfectant', 'entrance', 'apparently', 'visitor', 'house', 'go', 'process', 'proceeding', 'take', 'seat', 'covid']"
2177,22.0,0.3750999867916107,"covid, get, tell, people, make, go, know, say, work, help","['bother', 'take', 'covid', 'adriana', 'next', 'need']"
2178,22.0,0.35910001397132874,"covid, get, tell, people, make, go, know, say, work, help","['need', 'insult', 'ask', 'question', 'probably', 'read', 'fly', 'internet', 'covid', 'vaccine', 'bill', 'gate']"
2179,22.0,0.38359999656677246,"covid, get, tell, people, make, go, know, say, work, help","['mf', 'ask', 'take', 'viagra', 'baby', 'covid', 'vaccine', 'peen']"
2180,22.0,0.3037000000476837,"covid, get, tell, people, make, go, know, say, work, help","['coronavirus', 'back', 'nov', 'dec', 'call', 'chest', 'infection', 'covid', 'unheard', 'usual', 'symptom', 'breathing', 'cough', 'bad', 'month', 'strangely', 'enough', 'hospital', 'fuss', 'month', 'later', 'want', 'vaccinate', 'well']"
2181,22.0,0.36469998955726624,"covid, get, tell, people, make, go, know, say, work, help","['time', 'post', 'covid', 'related', 'town', 'local', 'fb', 'group', 'flu', 'live', 'nazi', 'germany', 'brigade', 'come', 'make', 'feel', 'hopeless', 'human', 'doom']"
2182,22.0,0.32760000228881836,"covid, get, tell, people, make, go, know, say, work, help","['honestly', 'guy', 'never', 'wish', 'bad', 'part', 'want', 'man', 'get', 'covid', 'let', 'see', 'feel', 'man', 'disgrace']"
2183,22.0,0.3910999894142151,"covid, get, tell, people, make, go, know, say, work, help","['live', 'fear', 'energy', 'covid', 'handle', 'business', 'take', 'appointment', 'week', 'bother', 'stay', 'strapped', 'blessing']"
2184,22.0,0.31949999928474426,"covid, get, tell, people, make, go, know, say, work, help","['birthday', 'come', 'real', 'soon', 'jeezzz', 'friend', 'already', 'ask', 'house', 'thank', 'god', 'eating', 'cake', 'watch', 'netflix', 'drink', 'garri', 'nut', 'chill', 'water', 'take', 'note', 'birthday', 'corona', 'virus']"
2185,22.0,0.33709999918937683,"covid, get, tell, people, make, go, know, say, work, help","['thing', 'look', 'forward', 'lockdown', 'change', 'certain', 'aspect', 'life', 'last', 'year', 'covid', 'wake', 'call', 'let', 'know', 'resortradio']"
2186,22.0,0.392300009727478,"covid, get, tell, people, make, go, know, say, work, help","['say', 'need', 'wear_mask', 'around', 'want', 'hospitable', 'unsafe', 'always', 'people', 'bubble', 'covid', 'number', 'get', 'bad', 'well']"
2187,22.0,0.4885999858379364,"covid, get, tell, people, make, go, know, say, work, help","['people', 'georgia', 'lose', 'life', 'covid', 'friend', 'tell', 'workplace', 'pack', 'house', 'cover', 'stop', 'time']"
2188,22.0,0.4047999978065491,"covid, get, tell, people, make, go, know, say, work, help","['dislike', 'covid', 'taste']"
2189,22.0,0.42410001158714294,"covid, get, tell, people, make, go, know, say, work, help","['post', 'status', 'test', 'covid', 'result', 'come', 'negative', 'twice', 'row', 'say', 'good', 'look', 'wrong', 'inform', 'people', 'covid', 'status', 'help', 'comprehend', 'wrong']"
2190,22.0,0.31690001487731934,"covid, get, tell, people, make, go, know, say, work, help","['datum', 'scientist', 'also', 'feel', 'wait', 'conscript', 'government', 'run', 'datum', 'covid', 'spread', 'infection', 'trend']"
2191,22.0,0.3709000051021576,"covid, get, tell, people, make, go, know, say, work, help","['concern', 'current', 'situation', 'declare', 'normal', 'normal', 'keep', 'distance', 'people', 'trotzcorona', 'covid']"
2192,22.0,0.3368000090122223,"covid, get, tell, people, make, go, know, say, work, help","['mr', 'mayor', 'know', 'vitamin', 'necessary', 'covid', 'copy', 'many', 'tweet', 'last', 'night', 'show', 'evidence', 'need', 'call', 'premier', 'ford', 'get', 'read', 'tweet', 'evidence', 'present', 'call', 'sir']"
2193,22.0,0.29330000281333923,"covid, get, tell, people, make, go, know, say, work, help","['maybe', 'jeff', 'call', 'fred', 'moore', 'spouse', 'store', 'pick', 'covid', 'virus', 'employee', 'virus', 'yet', 'come', 'back', 'work', 'soon', 'horrible', 'condition', 'widow']"
2194,22.0,0.42329999804496765,"covid, get, tell, people, make, go, know, say, work, help","['read', 'tourist', 'orient', 'fast', 'fashion', 'retail', 'district', 'lose', 'foot', 'traffic', 'generate', 'sale', 'tax', 'covid', 'make', 'wonder', 'really', 'need', 'fast', 'fashion']"
2195,22.0,0.3910999894142151,"covid, get, tell, people, make, go, know, say, work, help","['thank', 'proof', 'negative', 'covid', 'test', 'travel', 'england', 'abroad', 'well', 'mention', 'link', 'send', 'ff']"
2196,22.0,0.40860000252723694,"covid, get, tell, people, make, go, know, say, work, help","['help', 'understand', 'newly', 'bear', 'child', 'cry', 'mother', 'cry', 'child', 'delivery', 'maybe', 'know', 'righttoknow', 'pregnant', 'covid', 'coronavirus']"
2197,22.0,0.4763999879360199,"covid, get, tell, people, make, go, know, say, work, help","['good', 'morning', 'mr', 'pre', 'donald_trump', 'hope', 'read', 'message', 'help', 'affect', 'covid', 'work', 'crewship', 'pandimic', 'work', 'help', 'work', 'give', 'accept', 'thank']"
